src_port,dst_mac,dst_port,protocol,ip_version,bidirectional_duration_ms,bidirectional_packets,bidirectional_bytes,src2dst_duration_ms,src2dst_packets,src2dst_bytes,dst2src_first_seen_ms,dst2src_last_seen_ms,dst2src_duration_ms,dst2src_packets,dst2src_bytes,bidirectional_min_ps,bidirectional_mean_ps,bidirectional_stddev_ps,bidirectional_max_ps,src2dst_min_ps,src2dst_mean_ps,src2dst_stddev_ps,src2dst_max_ps,dst2src_min_ps,dst2src_mean_ps,dst2src_stddev_ps,dst2src_max_ps,bidirectional_min_piat_ms,bidirectional_mean_piat_ms,bidirectional_stddev_piat_ms,bidirectional_max_piat_ms,src2dst_min_piat_ms,src2dst_mean_piat_ms,src2dst_stddev_piat_ms,src2dst_max_piat_ms,dst2src_min_piat_ms,dst2src_mean_piat_ms,dst2src_stddev_piat_ms,dst2src_max_piat_ms,bidirectional_syn_packets,bidirectional_cwr_packets,bidirectional_ece_packets,bidirectional_urg_packets,bidirectional_ack_packets,bidirectional_psh_packets,bidirectional_rst_packets,bidirectional_fin_packets,src2dst_syn_packets,src2dst_ack_packets,src2dst_psh_packets,src2dst_rst_packets,src2dst_fin_packets,dst2src_syn_packets,dst2src_ack_packets,dst2src_psh_packets,dst2src_rst_packets,dst2src_fin_packets
54045,94:25:33:8c:ec:cd,443,6,4,61754,11,710,61754,6,385,1744237891125,1744237952720,61595,5,325,60,6.454.545.454.545.450,10.112.997.936.948.600,85,60,6.416.666.666.666.660,10.206.207.261.596.500,85,60,65.0,11.180.339.887.498.900,85,0,6.175.399.999.999.990,18.906.044.507.863.900,59971,0,12.350.800.000.000.000,2.671.644.855.140.740,60130,0,15.398.749.999.999.900,29.828.173.431.338.300,60129,0,0,0,0,10,2,2,2,0,5,1,2,1,0,5,1,0,1
40526,01:00:5e:7f:ff:fa,1900,17,4,0,1,167,0,1,167,0,0,0,0,0,167,167.0,0.0,167,167,167.0,0.0,167,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53939,94:25:33:8c:ec:cd,443,6,4,179912,4,240,179912,4,240,0,0,0,0,0,60,60.0,0.0,60,60,60.0,0.0,60,0,0.0,0.0,0,59970,59.970.666.666.666.600,5.773.502.691.901.500,59971,59970,59.970.666.666.666.600,5.773.502.691.901.500,59971,0,0.0,0.0,0,0,0,0,0,4,0,1,0,0,4,0,1,0,0,0,0,0,0
56843,94:25:33:8c:ec:cd,53,17,4,4,2,262,0,1,90,1744237901409,1744237901409,0,1,172,90,131.0,57.982.756.057.296.800,172,90,90.0,0.0,90,172,172.0,0.0,172,4,4.0,0.0,4,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56844,94:25:33:8c:ec:cd,53,17,4,5,2,500,0,1,90,1744237901410,1744237901410,0,1,410,90,250.0,22.627.416.997.969.500,410,90,90.0,0.0,90,410,410.0,0.0,410,5,5.0,0.0,5,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54055,94:25:33:8c:ec:cd,53,6,4,11,11,841,11,6,403,1744237929623,1744237929634,11,5,438,60,7.645.454.545.454.540,39.858.157.600.078.900,192,60,6.716.666.666.666.660,14.811.031.924.436.100,97,60,87.6,5.841.917.493.426.280,192,0,1.1,24.698.178.070.456.900,8,0,2.2,38.340.579.025.361.600,9,0,2.75,3.593.976.442.141.300,8,2,0,0,0,10,3,0,2,1,5,2,0,1,1,5,1,0,1
54056,94:25:33:8c:ec:cd,53,6,4,13,11,764,13,6,403,1744237929623,1744237929636,13,5,361,60,6.945.454.545.454.540,18.662.066.532.748.300,115,60,6.716.666.666.666.660,14.811.031.924.436.100,97,60,72.2,24.066.574.330.386.100,115,0,1.3,30.930.028.559.098.700,10,0,2.6,5.272.570.530.585.620,12,0,3.25,4.573.474.244.670.740,10,2,0,0,0,10,3,0,2,1,5,2,0,1,1,5,1,0,1
54057,94:25:33:8c:ec:cd,53,6,4,17,11,841,17,6,403,1744237929623,1744237929640,17,5,438,60,7.645.454.545.454.540,39.858.157.600.078.900,192,60,6.716.666.666.666.660,14.811.031.924.436.100,97,60,87.6,5.841.917.493.426.280,192,0,1.7,4.347.413.023.856.830,14,0,3.4,65.038.450.166.036.300,15,0,4.25,655.108.133.567.785,14,2,0,0,0,10,3,0,2,1,5,2,0,1,1,5,1,0,1
49636,94:25:33:8c:ec:cd,123,17,4,206,2,180,0,1,90,1744237934035,1744237934035,0,1,90,90,90.0,0.0,90,90,90.0,0.0,90,90,90.0,0.0,90,206,206.0,0.0,206,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54059,94:25:33:8c:ec:cd,443,6,6,71,23,3915,71,11,1402,1744237948502,1744237948561,59,12,2513,74,17.021.739.130.434.700,2.154.821.141.115.340,1101,74,12.745.454.545.454.500,7.049.448.721.192.830,277,74,20.941.666.666.666.600,2.912.772.681.993.850,1101,0,3.227.272.727.272.720,511.702.869.681.055,15,0,71.000.000.000.000.000,6.640.783.086.353.590,16,0,5.363.636.363.636.360,6.932.138.591.700.640,16,2,0,0,0,21,12,2,2,1,9,5,2,1,1,12,7,0,1
54060,94:25:33:8c:ec:cd,443,6,4,428200,43,4551,428200,23,2561,1744237948886,1744238376925,428039,20,1990,60,10.583.720.930.232.500,10.282.901.439.550.200,626,60,11.134.782.608.695.600,12.055.161.425.549.100,626,60,9.950.000.000.000.000,8.041.962.316.172.390,351,0,10.195.238.095.238.000,22.011.584.200.486.300,59971,0,1.946.363.636.363.630,27.614.481.117.436.900,60132,0,22.528.368.421.052.600,28.601.069.467.592.600,60132,2,0,0,0,40,15,3,2,1,20,9,3,1,1,20,6,0,1
54061,94:25:33:8c:ec:cd,443,6,4,217104,35,4242,217104,19,2637,1744237952720,1744238169664,216944,16,1605,60,12.119.999.999.999.900,11.420.384.252.317.700,624,60,1.387.894.736.842.100,14.281.284.526.235.600,624,60,1.003.125,6.504.738.657.317.440,231,0,6.385.411.764.705.880,1.798.703.531.270.400,59971,0,12.061.333.333.333.300,23.631.843.056.251.300,60129,0,1.446.293.333.333.330,25.345.813.498.955,60130,2,0,0,0,32,15,3,2,1,16,9,3,1,1,16,6,0,1
51097,01:00:5e:7f:ff:fa,1900,17,4,0,1,167,0,1,167,0,0,0,0,0,167,167.0,0.0,167,167,167.0,0.0,167,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49580,94:25:33:8c:ec:cd,123,17,4,211,2,180,0,1,90,1744237964116,1744237964116,0,1,90,90,90.0,0.0,90,90,90.0,0.0,90,90,90.0,0.0,90,211,211.0,0.0,211,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49642,94:25:33:8c:ec:cd,123,17,4,219,2,180,0,1,90,1744237994198,1744237994198,0,1,90,90,90.0,0.0,90,90,90.0,0.0,90,90,90.0,0.0,90,219,219.0,0.0,219,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5353,01:00:5e:00:00:fb,5353,17,4,757,6,1615,757,6,1615,0,0,0,0,0,93,2.691.666.666.666.660,19.674.187.827.370.800,507,93,2.691.666.666.666.660,19.674.187.827.370.800,507,0,0.0,0.0,0,1,151.4,13.684.224.493.919.900,252,1,151.4,13.684.224.493.919.900,252,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5353,33:33:00:00:00:fb,5353,17,6,756,6,1735,756,6,1735,0,0,0,0,0,113,2.891.666.666.666.660,19.674.187.827.370.800,527,113,2.891.666.666.666.660,19.674.187.827.370.800,527,0,0.0,0.0,0,1,151.2,13.711.382.133.103.800,252,1,151.2,13.711.382.133.103.800,252,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53293,01:00:5e:00:00:fb,5353,17,4,56861,55,5317,56861,55,5317,0,0,0,0,0,73,9.667.272.727.272.720,17.578.453.293.791.800,137,73,9.667.272.727.272.720,17.578.453.293.791.800,137,0,0.0,0.0,0,0,10.529.814.814.814.800,5.443.907.654.141.490,38398,0,10.529.814.814.814.800,5.443.907.654.141.490,38398,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5353,f4:b5:20:53:08:91,53293,17,4,38571,10,1628,38571,10,1628,0,0,0,0,0,124,16.279.999.999.999.900,2.559.861.107.343.300,186,124,16.279.999.999.999.900,2.559.861.107.343.300,186,0,0.0,0.0,0,0,4.285.666.666.666.660,12.855.125.018.839.700,38566,0,4.285.666.666.666.660,12.855.125.018.839.700,38566,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53296,01:00:5e:7f:ff:fa,1900,17,4,54648,6,792,54648,6,792,0,0,0,0,0,132,132.0,0.0,132,132,132.0,0.0,132,0,0.0,0.0,0,4998,10929.6,9.934.985.017.603.190,28247,4998,10929.6,9.934.985.017.603.190,28247,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,94:25:33:8c:ec:cd,0,1,4,38559,7,732,0,1,66,1744238071575,1744238110134,38559,6,666,66,10.457.142.857.142.800,26.349.301.969.610.300,120,66,66.0,0.0,66,66,111.0,22.045.407.685.048.600,120,0,6426.5,14.053.704.248.346.700,35080,0,0.0,0.0,0,8,7711.8,15.313.173.518.248.900,35080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62581,94:25:33:8c:ec:cd,137,17,4,38551,2,184,38551,2,184,0,0,0,0,0,92,92.0,0.0,92,92,92.0,0.0,92,0,0.0,0.0,0,38551,38551.0,0.0,38551,38551,38551.0,0.0,38551,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,78:c8:81:56:c1:4b,0,1,4,38567,6,404,38566,2,132,1744238071583,1744238110150,38567,4,272,66,6.733.333.333.333.330,20.655.911.179.772.800,70,66,66.0,0.0,66,66,68.0,2.309.401.076.758.500,70,0,7713.4,1.723.538.938.637.590,38545,38566,38566.0,0.0,38566,6,12.855.666.666.666.600,22.247.615.834.811.000,38545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62581,78:c8:81:56:c1:4b,137,17,4,38545,2,184,38545,2,184,0,0,0,0,0,92,92.0,0.0,92,92,92.0,0.0,92,0,0.0,0.0,0,38545,38545.0,0.0,38545,38545,38545.0,0.0,38545,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5353,01:00:5e:00:00:fb,5353,17,4,38527,2,356,38527,2,356,0,0,0,0,0,178,178.0,0.0,178,178,178.0,0.0,178,0,0.0,0.0,0,38527,38527.0,0.0,38527,38527,38527.0,0.0,38527,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53425,94:25:33:8c:ec:cd,53,17,6,8,2,338,0,1,111,1744238057676,1744238057676,0,1,227,111,169.0,8.202.438.661.763.950,227,111,111.0,0.0,111,227,227.0,0.0,227,8,8.0,0.0,8,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,f4:b5:20:53:08:91,0,1,4,38751,7,624,38751,5,492,1744238071635,1744238110317,38682,2,132,66,8.914.285.714.285.710,28.864.214.126.541.800,120,66,98.4,2.957.701.810.527.890,120,66,66.0,0.0,66,3,6458.5,15.737.769.216.124.600,38583,7,9687.75,1.926.353.344.837.510,38583,38682,38682.0,0.0,38682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62581,2c:d0:66:87:9e:bf,137,17,4,38569,3,276,38569,3,276,0,0,0,0,0,92,92.0,0.0,92,92,92.0,0.0,92,0,0.0,0.0,0,79,19284.5,27.160.678.572.156.400,38490,79,19284.5,27.160.678.572.156.400,38490,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5353,f4:b5:20:53:08:91,53293,17,4,38685,10,3254,38685,10,3254,0,0,0,0,0,114,325.4,12.692.534.988.899.700,420,114,325.4,12.692.534.988.899.700,420,0,0.0,0.0,0,0,4.298.333.333.333.330,12.822.312.613.175.500,38491,0,4.298.333.333.333.330,12.822.312.613.175.500,38491,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,5a:de:09:06:fc:d1,0,1,4,54565,9,864,54560,2,132,1744238071659,1744238126220,54561,7,732,66,96.0,28.460.498.941.515.400,120,66,66.0,0.0,66,66,10.457.142.857.142.800,26.349.301.969.610.300,120,4,6.820.625,10.880.610.827.620.900,30163,54560,54560.0,0.0,54560,12,9093.5,11.873.428.548.654.300,30163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,22:a2:34:11:10:56,0,1,4,56883,6,504,56878,2,132,1744238071888,1744238128537,56649,4,372,66,84.0,278.854.800.926.934,120,66,66.0,0.0,66,66,93.0,31.176.914.536.239.700,120,5,11376.6,16.987.427.506.835.700,38443,56878,56878.0,0.0,56878,216,18883.0,19.129.139.264.483.300,38443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2a:42:60:19:30:55,0,1,4,37641,7,732,0,1,66,1744238072679,1744238110315,37636,6,666,66,10.457.142.857.142.800,26.349.301.969.610.300,120,66,66.0,0.0,66,66,111.0,22.045.407.685.048.600,120,5,6273.5,10.004.016.328.455.200,25392,0,0.0,0.0,0,15,7527.2,10.644.820.369.550.600,25392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62581,5a:de:09:06:fc:d1,137,17,4,38469,2,184,38469,2,184,0,0,0,0,0,92,92.0,0.0,92,92,92.0,0.0,92,0,0.0,0.0,0,38469,38469.0,0.0,38469,38469,38469.0,0.0,38469,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137,94:25:33:8c:ec:cd,137,17,4,3002,3,276,3002,3,276,0,0,0,0,0,92,92.0,0.0,92,92,92.0,0.0,92,0,0.0,0.0,0,1500,1501.0,14.142.135.623.730.900,1502,1500,1501.0,14.142.135.623.730.900,1502,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62581,2a:42:60:19:30:55,137,17,4,37448,2,184,37448,2,184,0,0,0,0,0,92,92.0,0.0,92,92,92.0,0.0,92,0,0.0,0.0,0,37448,37448.0,0.0,37448,37448,37448.0,0.0,37448,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62581,22:a2:34:11:10:56,137,17,4,38242,2,184,38242,2,184,0,0,0,0,0,92,92.0,0.0,92,92,92.0,0.0,92,0,0.0,0.0,0,38242,38242.0,0.0,38242,38242,38242.0,0.0,38242,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,08:00:27:df:0c:7e,0,1,4,37833,4,372,0,1,66,1744238072302,1744238110135,37833,3,306,66,93.0,31.176.914.536.239.700,120,66,66.0,0.0,66,66,102.0,31.176.914.536.239.700,120,0,12611.0,2.183.856.275.032.760,37828,0,0.0,0.0,0,5,18916.5,26.744.899.784.818.700,37828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,08:00:27:87:d8:e3,0,1,4,37832,4,372,0,1,66,1744238072303,1744238110135,37832,3,306,66,93.0,31.176.914.536.239.700,120,66,66.0,0.0,66,66,102.0,31.176.914.536.239.700,120,0,12.610.666.666.666.600,21.835.387.547.129.300,37824,0,0.0,0.0,0,8,18916.0,2.673.995.003.735.040,37824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62581,08:00:27:df:0c:7e,137,17,4,37827,2,184,37827,2,184,0,0,0,0,0,92,92.0,0.0,92,92,92.0,0.0,92,0,0.0,0.0,0,37827,37827.0,0.0,37827,37827,37827.0,0.0,37827,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62581,08:00:27:87:d8:e3,137,17,4,37826,2,184,37826,2,184,0,0,0,0,0,92,92.0,0.0,92,92,92.0,0.0,92,0,0.0,0.0,0,37826,37826.0,0.0,37826,37826,37826.0,0.0,37826,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,06:c5:0c:a0:4f:b5,0,1,4,37972,7,732,0,1,66,1744238072808,1744238110547,37739,6,666,66,10.457.142.857.142.800,26.349.301.969.610.300,120,66,66.0,0.0,66,66,111.0,22.045.407.685.048.600,120,214,6.328.666.666.666.660,86.875.688.121.975,20278,0,0.0,0.0,0,214,7547.8,9.121.138.591.206.690,20278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62581,06:c5:0c:a0:4f:b5,137,17,4,37322,2,184,37322,2,184,0,0,0,0,0,92,92.0,0.0,92,92,92.0,0.0,92,0,0.0,0.0,0,37322,37322.0,0.0,37322,37322,37322.0,0.0,37322,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53431,94:25:33:8c:ec:cd,53,17,6,8,2,289,0,1,106,1744238071641,1744238071641,0,1,183,106,144.5,5.444.722.215.136.410,183,106,106.0,0.0,106,183,183.0,0.0,183,8,8.0,0.0,8,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,94:25:33:8c:ec:cd,0,58,6,1,2,164,0,1,86,1744238420392,1744238420392,0,1,78,78,82.0,5.656.854.249.492.380,86,86,86.0,0.0,86,78,78.0,0.0,78,1,1.0,0.0,1,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137,5a:de:09:06:fc:d1,137,17,4,2999,3,276,2999,3,276,0,0,0,0,0,92,92.0,0.0,92,92,92.0,0.0,92,0,0.0,0.0,0,1499,1499.5,7.071.067.811.865.470,1500,1499,1499.5,7.071.067.811.865.470,1500,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54090,94:25:33:8c:ec:cd,443,6,4,60812,17,2417,60653,10,1596,1744238376925,1744238437576,60651,7,821,60,14.217.647.058.823.500,1.379.611.518.209.550,621,60,159.6,17.081.061.637.575.800,621,60,11.728.571.428.571.400,7.590.940.715.904.770,232,0,38.007.500.000.000.000,14.978.916.287.012.600,59971,0,6.739.222.222.222.220,2.002.168.092.829.480,60130,0,10.108.500.000.000.000,2.450.558.217.019.130,60130,2,0,0,0,16,9,0,0,1,9,6,0,0,1,7,3,0,0
55850,94:25:33:8c:ec:cd,53,17,6,4,2,214,0,1,107,1744238076564,1744238076564,0,1,107,107,107.0,0.0,107,107,107.0,0.0,107,107,107.0,0.0,107,4,4.0,0.0,4,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137,2a:42:60:19:30:55,137,17,4,3000,3,276,3000,3,276,0,0,0,0,0,92,92.0,0.0,92,92,92.0,0.0,92,0,0.0,0.0,0,1500,1500.0,0.0,1500,1500,1500.0,0.0,1500,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64990,94:25:33:8c:ec:cd,53,17,6,2,2,212,0,1,106,1744238081480,1744238081480,0,1,106,106,106.0,0.0,106,106,106.0,0.0,106,106,106.0,0.0,106,2,2.0,0.0,2,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137,06:c5:0c:a0:4f:b5,137,17,4,2999,3,276,2999,3,276,0,0,0,0,0,92,92.0,0.0,92,92,92.0,0.0,92,0,0.0,0.0,0,1499,1499.5,7.071.067.811.865.470,1500,1499,1499.5,7.071.067.811.865.470,1500,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36373,01:00:5e:7f:ff:fa,1900,17,4,780,4,698,780,4,698,0,0,0,0,0,174,174.5,5.773.502.691.896.210,175,174,174.5,5.773.502.691.896.210,175,0,0.0,0.0,0,260,260.0,0.0,260,260,260.0,0.0,260,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,08:00:27:87:d8:e3,0,58,6,1,2,164,0,1,86,1744238098897,1744238098897,0,1,78,78,82.0,5.656.854.249.492.380,86,86,86.0,0.0,86,78,78.0,0.0,78,1,1.0,0.0,1,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54088,94:25:33:8c:ec:cd,443,6,4,2082,31,9944,2082,16,3175,1744238222494,1744238224315,1821,15,6769,60,3.207.741.935.483.870,36.893.754.753.141.400,1466,60,1.984.375,19.998.432.230.219.100,827,60,4.512.666.666.666.660,46.203.408.449.820.500,1466,0,6.940.000.000.000.000,973.828.562.409.995,225,0,138.8,10.638.756.640.563.900,227,0,13.007.142.857.142.800,10.613.957.739.745.200,227,2,0,0,0,30,21,0,0,1,15,9,0,0,1,15,12,0,0
0,94:25:33:8c:ec:cd,0,58,6,0,2,164,0,1,86,1744238387014,1744238387014,0,1,78,78,82.0,5.656.854.249.492.380,86,86,86.0,0.0,86,78,78.0,0.0,78,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,08:00:27:df:0c:7e,0,58,6,0,2,164,0,1,86,1744238108283,1744238108283,0,1,78,78,82.0,5.656.854.249.492.380,86,86,86.0,0.0,86,78,78.0,0.0,78,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,94:25:33:8c:ec:cd,0,58,6,1,2,164,0,1,86,1744238113296,1744238113296,0,1,78,78,82.0,5.656.854.249.492.380,86,86,86.0,0.0,86,78,78.0,0.0,78,1,1.0,0.0,1,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51544,94:25:33:8c:ec:cd,53,17,6,28817,4,537,28816,2,213,1744238057588,1744238086393,28805,2,324,106,134.25,55.168.680.728.592.100,217,106,106.5,7.071.067.811.865.470,107,107,162.0,7.778.174.593.052.020,217,1,9.605.666.666.666.660,16.626.245.286.694.500,28804,28816,28816.0,0.0,28816,28805,28805.0,0.0,28805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64578,94:25:33:8c:ec:cd,53,17,6,7,2,312,0,1,100,1744238248338,1744238248338,0,1,212,100,156.0,7.919.595.949.289.330,212,100,100.0,0.0,100,212,212.0,0.0,212,7,7.0,0.0,7,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54097,94:25:33:8c:ec:cd,80,6,4,9,12,4358,9,6,454,1744238491523,1744238491531,8,6,3904,60,3.631.666.666.666.660,8.308.080.221.669.560,2974,60,7.566.666.666.666.660,35.517.132.016.347.600,148,60,6.506.666.666.666.660,11.484.319.164.263.300,2974,0,8.181.818.181.818.180,2.088.931.871.468.370,7,0,1.8,29.495.762.407.505.200,7,0,15.999.999.999.999.900,30.495.901.363.953.800,7,2,0,0,0,11,3,0,1,1,5,1,0,0,1,6,2,0,1
57024,08:00:27:df:0c:7e,80,6,4,586226,87,6378,586226,44,3532,1744237971408,1744238557634,586226,43,2846,66,7.331.034.482.758.620,18.298.119.324.398.900,234,66,8.027.272.727.272.720,2.382.920.197.588.680,234,66,6.618.604.651.162.790,12.199.885.626.608.300,74,0,6.816.581.395.348.830,7.521.117.323.854.160,15072,0,13.633.162.790.697.600,4.397.713.913.312.730,15072,1,13.957.761.904.761.900,3.894.921.188.404.090,15072,2,0,0,0,86,42,0,0,1,43,42,0,0,1,43,0,0,0
57032,08:00:27:df:0c:7e,80,6,4,586224,87,6379,586224,44,3533,1744237971410,1744238557634,586224,43,2846,66,7.332.183.908.045.970,18.300.777.879.561.800,234,66,8.029.545.454.545.450,23.826.484.721.989.200,234,66,6.618.604.651.162.790,12.199.885.626.608.300,74,0,6.816.558.139.534.880,7.521.067.777.140.730,15073,0,1.363.311.627.906.970,4.397.860.243.829.090,15073,0,13.957.714.285.714.200,38.950.947.907.042.500,15073,2,0,0,0,86,42,0,0,1,43,42,0,0,1,43,0,0,0
57034,08:00:27:df:0c:7e,80,6,4,586222,87,6375,586222,44,3529,1744237971412,1744238557634,586222,43,2846,66,7.327.586.206.896.550,18.286.918.475.500.200,234,66,8.020.454.545.454.540,23.832.340.295.796.100,234,66,6.618.604.651.162.790,12.199.885.626.608.300,74,0,6.816.534.883.720.930,7.521.182.597.402.790,15072,0,1.363.306.976.744.180,43.979.249.944.628.800,15072,0,1.395.766.666.666.660,3.895.173.747.129.280,15072,2,0,0,0,86,42,0,0,1,43,42,0,0,1,43,0,0,0
57040,08:00:27:df:0c:7e,80,6,4,586221,87,6379,586221,44,3533,1744237971413,1744238557634,586221,43,2846,66,7.332.183.908.045.970,1.829.442.299.875.900,234,66,8.029.545.454.545.450,23.816.722.233.089.000,234,66,6.618.604.651.162.790,12.199.885.626.608.300,74,0,6.816.523.255.813.950,7.521.239.440.609.650,15073,0,13.633.046.511.627.900,4.397.996.166.835.460,15073,1,13.957.642.857.142.800,38.952.577.723.740.400,15073,2,0,0,0,86,42,0,0,1,43,42,0,0,1,43,0,0,0
57046,08:00:27:df:0c:7e,80,6,4,586220,87,6382,586220,44,3536,1744237971414,1744238557634,586220,43,2846,66,7.335.632.183.908.040,18.306.166.842.169.700,234,66,8.036.363.636.363.630,23.814.292.082.688.000,234,66,6.618.604.651.162.790,12.199.885.626.608.300,74,0,6.816.511.627.906.970,7.521.226.559.457.350,15072,0,13.633.023.255.813.900,43.979.884.876.545,15072,1,13.957.619.047.619.000,389.525.092.308.245,15072,2,0,0,0,86,42,0,0,1,43,42,0,0,1,43,0,0,0
57054,08:00:27:df:0c:7e,80,6,4,586218,87,6378,586218,44,3532,1744237971416,1744238557634,586218,43,2846,66,7.331.034.482.758.610,18.298.119.324.398.900,234,66,8.027.272.727.272.720,2.382.920.197.588.680,234,66,6.618.604.651.162.790,12.199.885.626.608.300,74,0,6.816.488.372.093.020,7.521.247.413.348.690,15072,0,13.632.976.744.186.000,439.813.446.647.105,15072,0,13.957.571.428.571.400,38.954.238.264.220.200,15072,2,0,0,0,86,42,0,0,1,43,42,0,0,1,43,0,0,0
57056,08:00:27:df:0c:7e,80,6,4,586217,87,6376,586217,44,3530,1744237971417,1744238557634,586217,43,2846,66,7.328.735.632.183.900,18.281.969.797.422.900,234,66,802.272.727.272.727,23.817.976.049.334.600,234,66,6.618.604.651.162.790,12.199.885.626.608.300,74,0,6.816.476.744.186.040,75.212.572.380.307.000,15072,0,13.632.953.488.372.000,4.398.205.369.690.640,15072,1,13.957.547.619.047.600,3.895.507.864.459.690,15072,2,0,0,0,86,42,0,0,1,43,42,0,0,1,43,0,0,0
