src_port,dst_mac,dst_port,protocol,ip_version,bidirectional_duration_ms,bidirectional_packets,bidirectional_bytes,src2dst_duration_ms,src2dst_packets,src2dst_bytes,dst2src_first_seen_ms,dst2src_last_seen_ms,dst2src_duration_ms,dst2src_packets,dst2src_bytes,bidirectional_min_ps,bidirectional_mean_ps,bidirectional_stddev_ps,bidirectional_max_ps,src2dst_min_ps,src2dst_mean_ps,src2dst_stddev_ps,src2dst_max_ps,dst2src_min_ps,dst2src_mean_ps,dst2src_stddev_ps,dst2src_max_ps,bidirectional_min_piat_ms,bidirectional_mean_piat_ms,bidirectional_stddev_piat_ms,bidirectional_max_piat_ms,src2dst_min_piat_ms,src2dst_mean_piat_ms,src2dst_stddev_piat_ms,src2dst_max_piat_ms,dst2src_min_piat_ms,dst2src_mean_piat_ms,dst2src_stddev_piat_ms,dst2src_max_piat_ms,bidirectional_syn_packets,bidirectional_cwr_packets,bidirectional_ece_packets,bidirectional_urg_packets,bidirectional_ack_packets,bidirectional_psh_packets,bidirectional_rst_packets,bidirectional_fin_packets,src2dst_syn_packets,src2dst_ack_packets,src2dst_psh_packets,src2dst_rst_packets,src2dst_fin_packets,dst2src_syn_packets,dst2src_ack_packets,dst2src_psh_packets,dst2src_rst_packets,dst2src_fin_packets
54083,94:25:33:8c:ec:cd,443,6,6,71,22,3305,28,12,1882,1744238175228,1744238175292,64,10,1423,74,15.022.727.272.727.200,14.650.367.517.515.300,745,74,15.683.333.333.333.300,1.902.155.874.185.120,745,74,142.3,7.570.124.026.578.280,286,0,33.809.523.809.523.800,9.319.206.996.714.850,43,0,25.454.545.454.545.400,23.817.487.845.545.900,7,0,7.111.111.111.111.110,13.977.163.915.155.000,43,2,0,0,0,21,12,0,0,1,11,5,0,0,1,10,7,0,0
54084,94:25:33:8c:ec:cd,443,6,6,60,22,3305,19,12,1882,1744238175225,1744238175281,56,10,1423,74,15.022.727.272.727.200,14.650.367.517.515.300,745,74,15.683.333.333.333.300,1.902.155.874.185.120,745,74,142.3,7.570.124.026.578.280,286,0,2.857.142.857.142.850,8.861.634.805.642.320,41,0,1.727.272.727.272.720,1.848.832.555.474.350,5,0,6.222.222.222.222.220,13.283.239.230.114.100,41,2,0,0,0,21,12,0,0,1,11,5,0,0,1,10,7,0,0
0,08:00:27:df:0c:7e,0,1,4,0,2,196,0,1,98,1744237873083,1744237873083,0,1,98,98,98.0,0.0,98,98,98.0,0.0,98,98,98.0,0.0,98,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36373,01:00:5e:7f:ff:fa,1900,17,4,779,4,698,779,4,698,0,0,0,0,0,174,174.5,5.773.502.691.896.210,175,174,174.5,5.773.502.691.896.210,175,0,0.0,0.0,0,259,2.596.666.666.666.660,577.350.269.189.634,260,259,2.596.666.666.666.660,577.350.269.189.634,260,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54079,94:25:33:8c:ec:cd,443,6,6,46676,35,5205,46676,19,2623,1744238175225,1744238221896,46671,16,2582,74,14.871.428.571.428.500,13.669.600.696.189.900,745,74,13.805.263.157.894.700,15.600.372.989.992.900,745,74,16.137.500.000.000.000,11.329.129.122.164.000,503,0,13.728.235.294.117.600,799.285.508.389.567,46608,0,2.593.111.111.111.110,10.984.671.206.565.000,46608,0,31.113.999.999.999.900,12.033.806.052.711.900,46611,2,0,0,0,34,18,0,0,1,18,7,0,0,1,16,11,0,0
5353,01:00:5e:00:00:fb,5353,17,4,756,6,1615,756,6,1615,0,0,0,0,0,93,2.691.666.666.666.660,19.674.187.827.370.800,507,93,2.691.666.666.666.660,19.674.187.827.370.800,507,0,0.0,0.0,0,1,151.2,13.620.462.547.211.800,252,1,151.2,13.620.462.547.211.800,252,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5353,33:33:00:00:00:fb,5353,17,6,756,6,1735,756,6,1735,0,0,0,0,0,113,2.891.666.666.666.660,19.674.187.827.370.800,527,113,2.891.666.666.666.660,19.674.187.827.370.800,527,0,0.0,0.0,0,2,151.2,13.620.095.447.536.300,251,2,151.2,13.620.095.447.536.300,251,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,08:00:27:87:d8:e3,0,58,6,0,2,164,0,1,86,1744237958403,1744237958403,0,1,78,78,82.0,5.656.854.249.492.380,86,86,86.0,0.0,86,78,78.0,0.0,78,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,94:25:33:8c:ec:cd,0,58,6,0,2,164,0,1,86,1744238104019,1744238104019,0,1,78,78,82.0,5.656.854.249.492.380,86,86,86.0,0.0,86,78,78.0,0.0,78,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36373,01:00:5e:7f:ff:fa,1900,17,4,779,4,698,779,4,698,0,0,0,0,0,174,174.5,5.773.502.691.896.210,175,174,174.5,5.773.502.691.896.210,175,0,0.0,0.0,0,259,2.596.666.666.666.660,5.773.502.691.896.210,260,259,2.596.666.666.666.660,5.773.502.691.896.210,260,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
443,f4:b5:20:53:08:91,51987,6,6,582774,132,13304,582774,88,8192,1744237798064,1744238380827,582763,44,5112,74,10.078.787.878.787.800,22.456.414.205.691.000,132,74,9.309.090.909.090.910,21.773.988.680.811.300,128,103,1.161.818.181.818.180,14.606.899.814.770.100,132,0,4.448.656.488.549.610,7.831.946.228.081.090,25224,10,6.698.551.724.137.930,8.802.047.712.016.730,25224,157,13.552.627.906.976.700,7.990.174.239.780.990,25235,0,0,0,0,132,88,0,0,0,88,44,0,0,0,44,44,0,0
54070,94:25:33:8c:ec:cd,443,6,4,2241,33,10663,2041,17,3832,1744238101378,1744238103401,2023,16,6831,60,32.312.121.212.121.200,365.040.901.610.333,1466,60,22.541.176.470.588.200,2.233.013.823.354.910,827,60,4.269.375,45.691.669.098.425.300,1466,0,7.003.125.000.000.000,9.582.897.547.361.430,219,0,12.756.249.999.999.900,10.106.563.461.434.300,224,0,13.486.666.666.666.600,10.324.649.192.702.900,241,2,0,0,0,32,22,0,0,1,16,10,0,0,1,16,12,0,0
5353,01:00:5e:00:00:fb,5353,17,4,582223,34,3993,582223,34,3993,0,0,0,0,0,82,11.744.117.647.058.800,6.836.582.419.603.790,119,82,11.744.117.647.058.800,6.836.582.419.603.790,119,0,0.0,0.0,0,2,17.643.121.212.121.200,646.506.166.230.056,20056,2,17.643.121.212.121.200,646.506.166.230.056,20056,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5353,33:33:00:00:00:fb,5353,17,6,582221,34,4673,582221,34,4673,0,0,0,0,0,102,13.744.117.647.058.800,6.836.582.419.603.790,139,102,13.744.117.647.058.800,6.836.582.419.603.790,139,0,0.0,0.0,0,2,17.643.060.606.060.600,6.465.323.410.991.290,20055,2,17.643.060.606.060.600,6.465.323.410.991.290,20055,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50982,94:25:33:8c:ec:cd,443,6,4,591975,134,26814,591975,81,13845,1744237798743,1744238390534,591791,53,12969,60,20.010.447.761.194.000,12.021.705.111.296.100,320,60,1.709.259.259.259.250,11.611.102.206.269.800,295,60,24.469.811.320.754.700,11.344.561.301.238.600,320,0,4.450.939.849.624.060,681.683.557.813.923,15822,185,7.399.687.499.999.990,7.467.722.450.473.780,15822,0,11.380.596.153.846.100,6.626.655.440.258.410,16013,0,0,0,0,134,86,0,0,0,81,43,0,0,0,53,43,0,0
53315,94:25:33:8c:ec:cd,443,6,6,599938,53,4955,599790,31,2805,1744237794899,1744238394689,599790,22,2150,74,9.349.056.603.773.580,2.041.457.119.268.320,124,74,9.048.387.096.774.190,2.351.435.160.030.560,124,74,9.772.727.272.727.270,14.488.687.929.625.500,113,39,11.537.269.230.769.200,17.394.798.472.154.700,44982,188,19993.0,18.942.808.408.834.000,44982,168,28.561.428.571.428.500,16.491.544.677.717.200,45171,0,0,0,0,53,20,0,0,0,31,10,0,0,0,22,10,0,0
53892,94:25:33:8c:ec:cd,443,6,4,129945,11,711,129928,5,300,1744237798059,1744237927988,129929,6,411,60,6.463.636.363.636.360,9.800.742.086.931.240,93,60,60.0,0.0,60,60,68.5,12.357.184.145.265.400,93,0,12994.5,2.095.571.491.529.480,45023,0,32482.0,2.179.206.863.364.130,45039,0,25985.8,23.808.718.312.836.500,45039,0,0,0,0,11,1,0,2,0,5,0,0,1,0,6,1,0,1
53810,94:25:33:8c:ec:cd,443,6,4,1916,9,596,1916,5,325,1744237810090,1744237811846,1756,4,271,60,6.622.222.222.222.220,10.825.638.292.703.300,85,60,65.0,11.180.339.887.498.900,85,60,67.75,11.842.719.282.327.000,85,0,239.5,5.524.418.521.437.340,1595,0,479.0,8.539.832.160.723.840,1755,0,5.853.333.333.333.330,10.129.611.706.937.800,1755,0,0,0,0,8,2,2,2,0,4,1,2,1,0,4,1,0,1
53933,94:25:33:8c:ec:cd,443,6,6,2,2,148,0,1,74,1744237811669,1744237811669,0,1,74,74,74.0,0.0,74,74,74.0,0.0,74,74,74.0,0.0,74,2,2.0,0.0,2,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,1,0
54036,94:25:33:8c:ec:cd,80,6,6,20186,51,8791,20186,23,2805,1744237811683,1744237831851,20168,28,5986,74,17.237.254.901.960.700,23.629.819.811.283.400,1393,74,12.195.652.173.913.000,9.075.765.846.015.390,493,74,21.378.571.428.571.400,30.454.256.615.976.400,1393,0,40.371.999.999.999.900,27.276.833.337.063.800,19304,0,9.175.454.545.454.540,4.107.087.355.469.140,19304,0,7.469.629.629.629.620,3.727.361.280.310.790,19396,2,0,0,0,50,26,0,2,1,22,12,0,1,1,28,14,0,1
49623,94:25:33:8c:ec:cd,123,17,4,206,2,180,0,1,90,1744238024271,1744238024271,0,1,90,90,90.0,0.0,90,90,90.0,0.0,90,90,90.0,0.0,90,206,206.0,0.0,206,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,f4:b5:20:53:08:91,0,58,6,0,2,172,0,1,86,1744237992011,1744237992011,0,1,86,86,86.0,0.0,86,86,86.0,0.0,86,86,86.0,0.0,86,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,94:25:33:8c:ec:cd,0,58,6,4991,4,336,4991,2,172,1744237996604,1744238001594,4990,2,164,78,84.0,4.000.000.000.000.000,86,86,86.0,0.0,86,78,82.0,5.656.854.249.492.380,86,0,16.636.666.666.666.600,28.806.892.115.140.300,4990,4991,4991.0,0.0,4991,4990,4990.0,0.0,4990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54037,94:25:33:8c:ec:cd,443,6,4,565242,113,15689,565242,56,6534,1744237811846,1744238376927,565081,57,9155,60,13.884.070.796.460.100,20.133.561.029.018.800,2092,60,11.667.857.142.857.100,787.604.208.730.749,571,60,16.061.403.508.771.900,27.204.029.076.498.700,2092,0,50.468.035.714.285.700,14.767.780.549.475.400,59971,0,10.277.127.272.727.200,1.986.875.054.978.110,60130,0,10.090.732.142.857.100,19.789.127.662.790.500,60131,2,0,0,0,111,66,2,2,1,54,32,2,1,1,57,34,0,1
49578,94:25:33:8c:ec:cd,123,17,4,219,2,180,0,1,90,1744237813622,1744237813622,0,1,90,90,90.0,0.0,90,90,90.0,0.0,90,90,90.0,0.0,90,219,219.0,0.0,219,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49613,94:25:33:8c:ec:cd,123,17,4,212,2,180,0,1,90,1744237903947,1744237903947,0,1,90,90,90.0,0.0,90,90,90.0,0.0,90,90,90.0,0.0,90,212,212.0,0.0,212,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36373,01:00:5e:7f:ff:fa,1900,17,4,780,4,698,780,4,698,0,0,0,0,0,174,174.5,5.773.502.691.896.210,175,174,174.5,5.773.502.691.896.210,175,0,0.0,0.0,0,260,260.0,0.0,260,260,260.0,0.0,260,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53919,94:25:33:8c:ec:cd,443,6,4,584710,59,4525,584694,28,2256,1744237824933,1744238409620,584687,31,2269,60,7.669.491.525.423.730,27.342.183.045.609.000,159,60,8.057.142.857.142.850,31.195.237.731.789.300,159,60,7.319.354.838.709.670,23.298.668.566.878.300,139,0,10.081.206.896.551.700,18.271.952.545.256.100,45023,0,21.655.333.333.333.300,21.738.813.264.616.000,45046,0,19.489.566.666.666.600,21.617.882.470.998.000,45045,0,0,0,0,59,18,0,0,0,28,12,0,0,0,31,6,0,0
52950,94:25:33:8c:ec:cd,443,6,6,599952,48,5008,599952,32,3184,1744237820367,1744238420130,599763,16,1824,74,10.433.333.333.333.300,22.145.873.573.017.000,125,74,99.5,25.908.025.908.038.800,125,114,114.0,0.0,114,40,12.764.936.170.212.700,18.706.118.006.875.200,39832,187,19.353.290.322.580.600,20.119.446.646.124.100,39832,39975,39984.2,1.249.113.971.695.710,40020,0,0,0,0,48,32,0,0,0,32,16,0,0,0,16,16,0,0
61380,94:25:33:8c:ec:cd,53,17,4,6,2,292,0,1,89,1744237830084,1744237830084,0,1,203,89,146.0,8.061.017.305.526.640,203,89,89.0,0.0,89,203,203.0,0.0,203,6,6.0,0.0,6,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61381,94:25:33:8c:ec:cd,53,17,4,7,2,268,0,1,89,1744237830085,1744237830085,0,1,179,89,134.0,6.363.961.030.678.920,179,89,89.0,0.0,89,179,179.0,0.0,179,7,7.0,0.0,7,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51813,94:25:33:8c:ec:cd,5228,6,6,585678,28,2254,585611,14,1050,1744237834767,1744238420380,585613,14,1204,75,80.5,5.600.925.849.390.470,86,75,75.0,0.0,75,86,86.0,0.0,86,60,2.169.177.777.777.770,22.870.470.359.989.900,45023,45038,45047.0,13.025.615.788.386.500,45088,45038,45.047.153.846.153.800,13.520.639.493.297.100,45090,0,0,0,0,28,0,0,0,0,14,0,0,0,0,14,0,0,0
54001,94:25:33:8c:ec:cd,443,6,6,222078,16,1273,222066,8,597,1744237835523,1744238057590,222067,8,676,74,795.625,7.330.018.190.063.830,98,74,74.625,5.175.491.695.067.630,75,74,84.5,7.690.439.333.539.860,98,0,14805.2,21.060.128.235.941.100,45024,0,31.723.714.285.714.200,2.023.460.178.106.040,45035,0,3.172.385.714.285.710,2.023.788.815.092.920,45034,0,0,0,0,16,1,0,2,0,8,0,0,1,0,8,1,0,1
54046,94:25:33:8c:ec:cd,443,6,4,1029,25,12153,1029,14,6703,1744237839788,1744237840679,891,11,5450,60,486.12,10.092.482.895.700.100,4289,60,47.878.571.428.571.400,8.109.564.323.469.140,2686,60,49.545.454.545.454.500,12.607.459.984.974.200,4289,0,42.875.000.000.000.000,6.305.574.655.741.570,143,0,7.915.384.615.384.610,7.645.025.196.584.390,177,0,89.1,7.679.764.174.620.060,177,2,0,0,0,23,15,2,2,1,12,8,2,1,1,11,7,0,1
49576,94:25:33:8c:ec:cd,123,17,4,222,2,180,0,1,90,1744237843736,1744237843736,0,1,90,90,90.0,0.0,90,90,90.0,0.0,90,90,90.0,0.0,90,222,222.0,0.0,222,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,33:33:ff:66:10:f6,0,58,6,0,1,86,0,1,86,0,0,0,0,0,86,86.0,0.0,86,86,86.0,0.0,86,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
443,f4:b5:20:53:08:91,50212,6,6,47127,6,1217,47086,3,760,1744238174414,1744238221539,47125,3,457,74,20.283.333.333.333.300,13.601.384.733.425.700,441,74,25.333.333.333.333.300,18.364.186.160.386.500,441,74,15.233.333.333.333.300,6.981.642.595.645.620,208,2,9425.4,20.868.574.095.994.100,46756,192,23543.0,3.302.330.089.497.410,46894,179,23562.5,33.069.262.835.751.200,46946,0,0,0,0,6,4,0,0,0,3,2,0,0,0,3,2,0,0
5353,01:00:5e:00:00:fb,5353,17,4,592059,56,13974,592059,56,13974,0,0,0,0,0,89,24.953.571.428.571.400,23.436.854.926.187.700,805,89,24.953.571.428.571.400,23.436.854.926.187.700,805,0,0.0,0.0,0,100,1.076.470.909.090.900,9.022.486.077.845.490,20020,100,1.076.470.909.090.900,9.022.486.077.845.490,20020,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5353,33:33:00:00:00:fb,5353,17,6,592058,56,15094,592058,56,15094,0,0,0,0,0,109,26.953.571.428.571.400,23.436.854.926.187.700,825,109,26.953.571.428.571.400,23.436.854.926.187.700,825,0,0.0,0.0,0,100,1.076.469.090.909.090,9.022.493.179.851.750,20020,100,1.076.469.090.909.090,9.022.493.179.851.750,20020,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,08:00:27:87:d8:e3,0,1,4,0,2,196,0,1,98,1744238172868,1744238172868,0,1,98,98,98.0,0.0,98,98,98.0,0.0,98,98,98.0,0.0,98,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49597,94:25:33:8c:ec:cd,123,17,4,221,2,180,0,1,90,1744237873848,1744237873848,0,1,90,90,90.0,0.0,90,90,90.0,0.0,90,90,90.0,0.0,90,221,221.0,0.0,221,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56694,94:25:33:8c:ec:cd,53,17,6,17,2,298,0,1,91,1744237878294,1744237878294,0,1,207,91,149.0,8.202.438.661.763.950,207,91,91.0,0.0,91,207,207.0,0.0,207,17,17.0,0.0,17,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57668,94:25:33:8c:ec:cd,53,17,6,16,2,257,0,1,91,1744237878294,1744237878294,0,1,166,91,128.5,53.033.008.588.991.000,166,91,91.0,0.0,91,166,166.0,0.0,166,16,16.0,0.0,16,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55805,94:25:33:8c:ec:cd,53,17,6,8,2,284,0,1,91,1744237878286,1744237878286,0,1,193,91,142.0,7.212.489.168.102.780,193,91,91.0,0.0,91,193,193.0,0.0,193,8,8.0,0.0,8,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54049,94:25:33:8c:ec:cd,443,6,4,11863,34,21067,11863,15,4427,1744237878306,1744237890160,11854,19,16640,60,6.196.176.470.588.230,12.467.726.826.103.400,6113,60,29.513.333.333.333.300,5.064.602.461.717.800,1807,60,8.757.894.736.842.100,1.579.017.893.746.590,6113,0,3.594.848.484.848.480,20.331.759.349.785.100,11685,0,8.473.571.428.571.420,31.193.568.027.138.800,11685,0,6.585.555.555.555.550,27.544.521.014.323.200,11695,2,0,0,0,33,16,0,2,1,14,6,0,1,1,19,10,0,1
60738,94:25:33:8c:ec:cd,53,17,6,9,2,439,0,1,91,1744237879326,1744237879326,0,1,348,91,219.5,1.817.264.427.649.420,348,91,91.0,0.0,91,348,348.0,0.0,348,9,9.0,0.0,9,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51566,94:25:33:8c:ec:cd,53,17,6,9,2,331,0,1,91,1744237879326,1744237879326,0,1,240,91,165.5,10.535.891.039.679.500,240,91,91.0,0.0,91,240,240.0,0.0,240,9,9.0,0.0,9,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64515,94:25:33:8c:ec:cd,53,17,6,9,2,360,0,1,91,1744237879326,1744237879326,0,1,269,91,180.0,12.586.500.705.120.500,269,91,91.0,0.0,91,269,269.0,0.0,269,9,9.0,0.0,9,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51415,94:25:33:8c:ec:cd,443,17,6,1055,221,191483,1022,65,11512,1744237879346,1744237880383,1037,156,179971,83,8.664.389.140.271.480,5.550.060.131.752.020,1292,93,17.710.769.230.769.200,25.715.943.030.764.700,1292,83,11.536.602.564.102.500,35.721.733.687.643.800,1292,0,4.795.454.545.454.540,59.248.559.139.158.900,878,0,1.596.875,10.973.083.500.454.000,878,0,6.690.322.580.645.160,7.145.787.677.011.300,889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55658,94:25:33:8c:ec:cd,53,17,6,7,2,401,0,1,94,1744237879347,1744237879347,0,1,307,94,200.5,15.061.374.439.273.400,307,94,94.0,0.0,94,307,307.0,0.0,307,7,7.0,0.0,7,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57468,94:25:33:8c:ec:cd,53,17,6,10,2,405,0,1,94,1744237879350,1744237879350,0,1,311,94,202.5,1.534.421.715.174.800,311,94,94.0,0.0,94,311,311.0,0.0,311,10,10.0,0.0,10,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55132,94:25:33:8c:ec:cd,53,17,6,10,2,322,0,1,94,1744237879350,1744237879350,0,1,228,94,161.0,9.475.230.867.899.730,228,94,94.0,0.0,94,228,228.0,0.0,228,10,10.0,0.0,10,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61731,94:25:33:8c:ec:cd,443,17,6,67,32,15188,41,14,5932,1744237879356,1744237879419,63,18,9256,83,4.746.249.999.999.990,50.263.067.631.631.200,1292,93,42.371.428.571.428.500,5.256.153.066.163.980,1292,83,5.142.222.222.222.220,49.561.174.979.609.500,1292,0,21.612.903.225.806.400,5.235.117.153.694.190,26,0,3.153.846.153.846.150,4.997.435.239.636.320,16,0,37.058.823.529.411.700,7.104.265.495.833.760,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54050,94:25:33:8c:ec:cd,443,6,6,10806,20,6519,10793,8,696,1744237879368,1744237890162,10794,12,5823,74,32.594.999.999.999.900,48.287.368.676.334.000,1466,74,8.699.999.999.999.990,27.609.522.166.921.200,154,74,485.25,5.771.042.327.470.360,1466,0,5.687.368.421.052.630,22.944.144.215.925.100,10021,0,15.418.571.428.571.400,37.475.185.313.560.600,10021,0,9.812.727.272.727.270,30.054.945.047.665.300,10021,2,0,0,0,19,8,0,2,1,7,1,0,1,1,12,7,0,1
58538,94:25:33:8c:ec:cd,443,17,6,76,49,28699,48,19,7935,1744237879378,1744237879450,72,30,20764,83,5.856.938.775.510.200,5.466.453.452.682.100,1292,93,4.176.315.789.473.680,5.007.401.422.479.320,1292,83,6.921.333.333.333.330,5.556.464.848.192.180,1292,0,1.583.333.333.333.330,4.565.519.864.287.710,28,0,2.666.666.666.666.660,4.550.371.671.956.160,14,0,24.827.586.206.896.500,5.919.825.586.566.670,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54051,94:25:33:8c:ec:cd,443,6,6,10777,18,4707,10775,8,2028,1744237879377,1744237890151,10774,10,2679,74,261.5,4.187.147.351.261.530,1418,74,25.349.999.999.999.900,47.133.821.644.941.300,1418,74,2.679.000.000.000.000,39.783.230.693.904.700,1352,0,6.339.411.764.705.880,2.420.010.600.973.370,9999,0,15.392.857.142.857.100,37.405.334.162.516.400,9999,0,1.197.111.111.111.110,3.309.844.424.004.110,9999,2,0,0,0,17,7,0,2,1,7,2,0,1,1,10,5,0,1
53430,94:25:33:8c:ec:cd,53,17,6,8,2,303,0,1,107,1744237880336,1744237880336,0,1,196,107,151.5,62.932.503.525.602.700,196,107,107.0,0.0,107,196,196.0,0.0,196,8,8.0,0.0,8,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53885,94:25:33:8c:ec:cd,53,17,6,11,2,279,0,1,107,1744237880339,1744237880339,0,1,172,107,139.5,4.596.194.077.712.550,172,107,107.0,0.0,107,172,172.0,0.0,172,11,11.0,0.0,11,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57357,94:25:33:8c:ec:cd,53,17,6,10,2,312,0,1,107,1744237880339,1744237880339,0,1,205,107,156.0,6.929.646.455.628.160,205,107,107.0,0.0,107,205,205.0,0.0,205,10,10.0,0.0,10,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56842,94:25:33:8c:ec:cd,443,17,6,53,29,14045,26,13,5469,1744237880344,1744237880393,49,16,8576,83,4.843.103.448.275.860,4.969.151.338.471.240,1292,93,4.206.923.076.923.070,5.172.991.372.850.880,1292,83,536.0,4.903.975.258.230.130,1292,0,18.928.571.428.571.400,5.328.743.064.316.630,27,0,2.166.666.666.666.660,3.880.799.667.672.380,14,0,32.666.666.666.666.600,74.590.948.001.815.300,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54017,94:25:33:8c:ec:cd,443,6,4,19223,8,648,19223,8,648,0,0,0,0,0,60,81.0,848.528.137.423.857,84,60,81.0,848.528.137.423.857,84,0,0.0,0.0,0,314,2.746.142.857.142.850,34.171.319.567.034.200,9595,314,2.746.142.857.142.850,34.171.319.567.034.200,9595,0,0.0,0.0,0,0,0,0,0,8,7,1,0,0,8,7,1,0,0,0,0,0,0
54044,94:25:33:8c:ec:cd,443,6,4,61442,11,710,61442,6,385,1744237887441,1744237948724,61283,5,325,60,6.454.545.454.545.450,10.112.997.936.948.600,85,60,6.416.666.666.666.660,10.206.207.261.596.500,85,60,65.0,11.180.339.887.498.900,85,0,6.144.200.000.000.000,18.915.222.551.632.200,59971,0,12.288.400.000.000.000,2.674.857.814.538.930,60130,0,15.320.749.999.999.900,29.877.764.768.860.000,60130,0,0,0,0,10,2,2,2,0,5,1,2,1,0,5,1,0,1
37979,01:00:5e:7f:ff:fa,1900,17,4,0,1,167,0,1,167,0,0,0,0,0,167,167.0,0.0,167,167,167.0,0.0,167,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
