src_port,dst_port,protocol,ip_version,bidirectional_duration_ms,bidirectional_packets,bidirectional_bytes,src2dst_duration_ms,src2dst_packets,src2dst_bytes,dst2src_first_seen_ms,dst2src_last_seen_ms,dst2src_duration_ms,dst2src_packets,dst2src_bytes,bidirectional_min_ps,bidirectional_mean_ps,bidirectional_stddev_ps,bidirectional_max_ps,src2dst_min_ps,src2dst_mean_ps,src2dst_stddev_ps,src2dst_max_ps,dst2src_min_ps,dst2src_mean_ps,dst2src_stddev_ps,dst2src_max_ps,bidirectional_min_piat_ms,bidirectional_mean_piat_ms,bidirectional_stddev_piat_ms,bidirectional_max_piat_ms,src2dst_min_piat_ms,src2dst_mean_piat_ms,src2dst_stddev_piat_ms,src2dst_max_piat_ms,dst2src_min_piat_ms,dst2src_mean_piat_ms,dst2src_stddev_piat_ms,dst2src_max_piat_ms,bidirectional_syn_packets,bidirectional_cwr_packets,bidirectional_ece_packets,bidirectional_urg_packets,bidirectional_ack_packets,bidirectional_psh_packets,bidirectional_rst_packets,bidirectional_fin_packets,src2dst_syn_packets,src2dst_ack_packets,src2dst_psh_packets,src2dst_rst_packets,src2dst_fin_packets,dst2src_syn_packets,dst2src_ack_packets,dst2src_psh_packets,dst2src_rst_packets,dst2src_fin_packets
44899,1900,17,4,0,1,167,0,1,167,0,0,0,0,0,167,167.0,0.0,167,167,167.0,0.0,167,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49647,123,17,4,219,2,180,0,1,90,1744240343309,1744240343309,0,1,90,90,90.0,0.0,90,90,90.0,0.0,90,90,90.0,0.0,90,219,219.0,0.0,219,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54308,443,6,4,78101,11,835,78101,11,835,0,0,0,0,0,60,759.090.909.090.909,12.613.124.477.737.800,85,60,759.090.909.090.909,12.613.124.477.737.800,85,0,0.0,0.0,0,0,7.810.100.000.000.000,18.034.887.033.808.100,58393,0,7.810.100.000.000.000,18.034.887.033.808.100,58393,0,0.0,0.0,0,0,0,0,0,11,7,1,7,0,11,7,1,7,0,0,0,0,0
54407,443,6,6,37,23,3914,37,11,1402,1744240348562,1744240348596,34,12,2512,74,17.017.391.304.347.800,21.528.578.304.069.800,1100,74,12.745.454.545.454.500,7.049.448.721.192.830,277,74,2.093.333.333.333.330,2.909.990.107.241.330,1100,0,16.818.181.818.181.800,3.107.385.421.193.210,14,0,36.999.999.999.999.900,5.375.872.022.286.240,18,0,30.909.090.909.090.900,4.300.105.706.945.940,14,2,0,0,0,21,12,2,2,1,9,5,2,1,1,12,7,0,1
54408,53,6,4,12,12,904,12,7,470,1744240354982,1744240354993,11,5,434,60,7.533.333.333.333.330,37.623.332.541.325.300,188,60,6.714.285.714.285.710,1.640.557.396.566.350,104,60,86.8,56.632.146.348.165.100,188,0,10.909.090.909.090.900,26.628.760.937.957.800,9,0,2.0,39.496.835.316.262.900,10,0,2.75,4.193.248.541.803.040,9,2,0,0,0,11,3,0,2,1,6,2,0,1,1,5,1,0,1
54409,53,6,4,7,12,838,7,7,470,1744240354982,1744240354988,6,5,368,60,6.983.333.333.333.330,20.652.243.256.245.800,122,60,6.714.285.714.285.710,1.640.557.396.566.350,104,60,73.6,2.718.087.562.975.110,122,0,6.363.636.363.636.360,12.060.453.783.110.500,4,0,11.666.666.666.666.600,19.407.902.170.679.500,5,0,1.5,17.320.508.075.688.700,4,2,0,0,0,11,3,0,2,1,6,2,0,1,1,5,1,0,1
54410,53,6,4,16,12,904,16,7,470,1744240354982,1744240354997,15,5,434,60,7.533.333.333.333.330,37.623.332.541.325.300,188,60,6.714.285.714.285.710,1.640.557.396.566.350,104,60,86.8,56.632.146.348.165.100,188,0,14.545.454.545.454.500,2.621.588.692.515.900,8,0,2.666.666.666.666.660,3.444.802.848.737.010,8,0,3.75,618.465.843.842.649,13,2,0,0,0,11,3,0,2,1,6,2,0,1,1,5,1,0,1
49771,53,17,4,5,2,262,0,1,90,1744240361910,1744240361910,0,1,172,90,131.0,57.982.756.057.296.800,172,90,90.0,0.0,90,172,172.0,0.0,172,5,5.0,0.0,5,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49772,53,17,4,4,2,500,0,1,90,1744240361909,1744240361909,0,1,410,90,250.0,22.627.416.997.969.500,410,90,90.0,0.0,90,410,410.0,0.0,410,4,4.0,0.0,4,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49664,123,17,4,205,2,180,0,1,90,1744240373431,1744240373431,0,1,90,90,90.0,0.0,90,90,90.0,0.0,90,90,90.0,0.0,90,205,205.0,0.0,205,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,58,6,0,2,164,0,1,86,1744240785199,1744240785199,0,1,78,78,82.0,5.656.854.249.492.380,86,86,86.0,0.0,86,78,78.0,0.0,78,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36373,1900,17,4,780,4,698,780,4,698,0,0,0,0,0,174,174.5,5.773.502.691.896.210,175,174,174.5,5.773.502.691.896.210,175,0,0.0,0.0,0,260,260.0,0.0,260,260,260.0,0.0,260,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,58,6,0,2,172,0,1,86,1744240780569,1744240780569,0,1,86,86,86.0,0.0,86,86,86.0,0.0,86,86,86.0,0.0,86,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47428,21,6,4,9097,28,2120,9097,11,826,1744240489773,1744240498870,9097,17,1294,54,757.142.857.142.857,1.269.545.600.498.860,100,66,7.509.090.909.090.910,6.425.800.268.519.790,83,54,7.611.764.705.882.350,15.675.946.354.770.600,100,0,3.369.259.259.259.250,9.590.881.457.014.630,3317,0,909.7,14.708.334.032.105.700,3359,0,5.685.624.999.999.990,12.057.941.211.085.700,3317,2,0,0,0,25,14,2,2,1,10,7,0,1,1,15,7,2,1
54545,443,6,6,58,23,3877,17,12,2018,1744240880366,1744240880421,55,11,1859,74,16.856.521.739.130.400,17.089.864.781.819.300,745,74,16.816.666.666.666.600,197.580.286.711.427,745,74,16.900.000.000.000.000,14.598.561.572.976.900,549,0,26.363.636.363.636.300,864.950.014.820.815,41,0,15.454.545.454.545.400,12.933.395.813.657.200,4,0,5.5,12.686.388.155.990.000,41,2,0,0,0,22,11,0,0,1,11,5,0,0,1,11,6,0,0
0,0,58,6,0,2,164,0,1,86,1744240788087,1744240788087,0,1,78,78,82.0,5.656.854.249.492.380,86,86,86.0,0.0,86,78,78.0,0.0,78,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,58,6,4996,4,328,4996,2,164,1744240887451,1744240892446,4995,2,164,78,82.0,4.618.802.153.517.000,86,78,82.0,5.656.854.249.492.380,86,78,82.0,5.656.854.249.492.380,86,0,16.653.333.333.333.300,28.835.759.628.165.300,4995,4996,4996.0,0.0,4996,4995,4995.0,0.0,4995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47472,21,6,4,9822,28,2112,9822,11,818,1744240492518,1744240502340,9822,17,1294,54,7.542.857.142.857.140,12.579.903.348.355.500,100,66,7.436.363.636.363.630,5.661.673.379.359.270,81,54,7.611.764.705.882.350,15.675.946.354.770.600,100,0,3.637.777.777.777.770,1.029.707.962.084.140,3318,0,9.821.999.999.999.990,1.574.735.519.239.830,3358,0,613.875,12.938.710.329.859.000,3318,2,0,0,0,25,14,2,2,1,10,7,0,1,1,15,7,2,1
47482,21,6,4,9820,28,2111,9820,11,817,1744240492518,1744240502338,9820,17,1294,54,7.539.285.714.285.710,12.556.064.745.960.800,100,66,7.427.272.727.272.720,5.497.106.676.987.610,79,54,7.611.764.705.882.350,15.675.946.354.770.600,100,0,3.637.037.037.037.030,10.299.784.469.296.400,3318,0,982.0,15.749.740.033.127.800,3362,0,613.75,1.294.271.918.879.490,3318,2,0,0,0,25,14,2,2,1,10,7,0,1,1,15,7,2,1
58756,21,6,4,8215,28,2109,8215,11,815,1744240891515,1744240899730,8215,17,1294,54,7.532.142.857.142.850,12.549.320.688.206.500,100,66,740.909.090.909.091,541.210.763.851.839,80,54,7.611.764.705.882.350,15.675.946.354.770.600,100,0,30.425.925.925.925.900,8.579.785.990.065.690,2781,0,821.5,1.314.685.957.431.150,2822,0,5.134.375.000.000.000,10.776.872.130.477.600,2781,2,0,0,0,25,14,2,2,1,10,7,0,1,1,15,7,2,1
58762,21,6,4,8216,28,2113,8216,11,819,1744240891519,1744240899735,8216,17,1294,54,7.546.428.571.428.570,12.580.061.069.324.600,100,66,7.445.454.545.454.540,5.680.909.018.170.180,80,54,7.611.764.705.882.350,15.675.946.354.770.600,100,0,3.042.962.962.962.960,8.581.547.652.606.730,2780,0,821.6,1.315.036.222.568.280,2823,0,513.5,10.779.148.389.367.300,2780,2,0,0,0,25,14,2,2,1,10,7,0,1,1,15,7,2,1
0,0,58,6,592602,34,2924,592602,34,2924,0,0,0,0,0,86,86.0,0.0,86,86,86.0,0.0,86,0,0.0,0.0,0,8006,17.957.636.363.636.300,13.741.037.076.077.400,56522,8006,17.957.636.363.636.300,13.741.037.076.077.400,56522,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54414,53,6,4,15,11,791,15,6,392,1744240378173,1744240378187,14,5,399,60,719.090.909.090.909,27.994.479.975.361.300,153,60,6.533.333.333.333.330,10.405.126.941.400.800,86,60,79.8,4.100.243.895.184.770,153,0,1.5,37.193.189.340.702.300,12,0,3.0,504.975.246.918.104,12,0,35.000.000.000.000.000,5.686.240.703.077.320,12,2,0,0,0,10,3,0,2,1,5,2,0,1,1,5,1,0,1
54415,53,6,4,14,11,742,14,6,392,1744240378173,1744240378186,13,5,350,60,6.745.454.545.454.540,14.396.969.378.057.500,104,60,6.533.333.333.333.330,10.405.126.941.400.800,86,60,70.0,19.183.326.093.250.800,104,0,1.4,3.062.315.754.094.890,10,0,2.8,4.604.345.773.288.530,11,0,3.25,4.573.474.244.670.740,10,2,0,0,0,10,3,0,2,1,5,2,0,1,1,5,1,0,1
54416,53,6,4,21,9,692,21,5,334,1744240378173,1744240378193,20,4,358,60,7.688.888.888.888.880,3.679.824.875.060.100,172,60,66.8,12.132.600.710.482.400,88,60,89.5,55.072.679.252.057.400,172,0,2.625,5.853.875.395.228.110,17,1,5.25,7.847.504.911.329.030,17,1,6.666.666.666.666.660,8.962.886.439.832.500,17,2,0,0,0,8,2,0,2,1,4,1,0,1,1,4,1,0,1
54417,53,6,4,21,11,836,21,6,398,1744240378173,1744240378194,21,5,438,60,76.0,3.962.827.273.551.040,192,60,6.633.333.333.333.330,12.801.041.624.284.500,92,60,87.6,5.841.917.493.426.280,192,0,20.999.999.999.999.900,5.952.590.472.502.980,19,0,4.2,8.288.546.314.040.840,19,0,5.25,917.877.987.534.291,19,2,0,0,0,10,3,0,2,1,5,2,0,1,1,5,1,0,1
54418,53,6,4,30,9,669,30,5,340,1744240378174,1744240378203,29,4,329,60,7.433.333.333.333.330,27.991.070.004.556.800,143,60,68.0,14.764.823.060.233.400,94,60,82.25,4.059.864.529.759.580,143,0,3.75,940.744.386.111.339,27,0,7.5,13.674.794.331.177.300,28,0,9.666.666.666.666.660,15.044.378.795.195.600,27,2,0,0,0,8,2,0,2,1,4,1,0,1,1,4,1,0,1
54419,53,6,4,27,11,836,27,6,398,1744240378174,1744240378200,26,5,438,60,76.0,3.962.827.273.551.040,192,60,6.633.333.333.333.330,12.801.041.624.284.500,92,60,87.6,5.841.917.493.426.280,192,0,26.999.999.999.999.900,7.846.442.930.823.280,25,0,5.4,11.523.888.232.710.300,26,0,6.5,1.234.233.905.438.240,25,2,0,0,0,10,3,0,2,1,5,2,0,1,1,5,1,0,1
54420,443,6,4,30214,30,8173,30201,15,2529,1744240378205,1744240408405,30200,15,5644,60,2.724.333.333.333.330,5.473.874.428.991.570,2878,60,168.6,1.971.854.819.344.320,642,60,37.626.666.666.666.600,7.474.512.374.603.120,2878,0,10.418.620.689.655.100,5.564.656.687.678.410,29975,0,2.157.214.285.714.280,8.006.578.104.942.800,29975,0,2.157.142.857.142.850,8.018.072.997.510.470,30015,2,0,0,0,29,15,0,2,1,14,6,0,1,1,15,9,0,1
54421,443,6,4,120594,34,11453,120448,16,5541,1744240378349,1744240498796,120447,18,5912,60,33.685.294.117.647.000,6.608.911.858.517.570,3329,60,3.463.125,8.163.142.139.111.220,3329,60,3.284.444.444.444.440,5.096.370.360.332.260,1466,0,3.654.363.636.363.630,1.183.257.107.737.520,45023,0,8.029.866.666.666.660,16.886.431.462.934.400,45207,0,70.851.176.470.588.200,1.599.587.525.302.360,45169,2,0,0,0,33,15,0,2,1,15,6,0,1,1,18,9,0,1
56150,21,6,4,9055,28,2114,9055,11,820,1744240391247,1744240400302,9055,17,1294,54,75.5,12.600.705.447.623.800,100,66,7.454.545.454.545.450,5.820.028.116.145.760,82,54,7.611.764.705.882.350,15.675.946.354.770.600,100,0,33.537.037.037.037.000,9.591.981.085.239.950,3453,0,905.5,1.473.170.522.678.510,3497,0,5.659.375,12.064.813.560.515.500,3453,2,0,0,0,25,14,2,2,1,10,7,0,1,1,15,7,2,1
56166,21,6,4,9064,26,1997,9064,10,757,1744240391265,1744240400329,9064,16,1240,54,768.076.923.076.923,12.201.702.277.204.500,100,66,75.7,5.677.440.737.985.140,83,54,77.5,15.081.998.099.279.300,100,0,362.56,9.938.080.834.178.530,3457,0,10.071.111.111.111.100,1.525.776.068.468.470,3500,0,6.042.666.666.666.660,12.396.216.857.612.300,3457,2,0,0,0,24,14,1,1,1,9,7,0,0,1,15,7,1,1
56172,21,6,4,9058,28,2110,9058,11,816,1744240391268,1744240400326,9058,17,1294,54,7.535.714.285.714.280,12.552.745.857.836.300,100,66,7.418.181.818.181.810,5.455.605.957.511.620,80,54,7.611.764.705.882.350,15.675.946.354.770.600,100,0,33.548.148.148.148.100,9.593.888.427.363.280,3457,0,905.8,14.728.959.984.405.600,3496,0,5.661.249.999.999.990,1.206.710.342.211.410,3457,2,0,0,0,25,14,2,2,1,10,7,0,1,1,15,7,2,1
56178,21,6,4,9054,26,1994,9054,10,754,1744240391276,1744240400330,9054,16,1240,54,766.923.076.923.077,12.154.897.714.976.300,100,66,75.4,5.316.640.543.300.500,81,54,77.5,15.081.998.099.279.300,100,0,362.16,9.935.903.196.656.720,3453,0,1006.0,15.257.735.742.894.400,3497,0,603.6,12.394.526.902.744.400,3453,2,0,0,0,24,14,1,1,1,9,7,0,0,1,15,7,1,1
56190,21,6,4,9057,28,2112,9057,11,818,1744240391300,1744240400357,9057,17,1294,54,7.542.857.142.857.140,1.256.812.125.807.480,100,66,7.436.363.636.363.630,5.590.576.486.780.720,80,54,7.611.764.705.882.350,15.675.946.354.770.600,100,0,3.354.444.444.444.440,9.601.574.523.656.690,3454,0,905.7,14.734.527.892.749.800,3497,0,5.660.625,12.077.756.120.930.100,3454,2,0,0,0,25,14,2,2,1,10,7,0,1,1,15,7,2,1
56196,21,6,4,9060,28,2111,9060,11,817,1744240391308,1744240400368,9060,17,1294,54,7.539.285.714.285.710,12.556.064.745.960.800,100,66,7.427.272.727.272.720,5.497.106.676.987.610,79,54,7.611.764.705.882.350,15.675.946.354.770.600,100,0,33.555.555.555.555.500,9.601.503.220.983.890,3453,0,906.0,14.733.027.146.139.600,3495,0,566.25,12.077.297.986.994.700,3453,2,0,0,0,25,14,2,2,1,10,7,0,1,1,15,7,2,1
54422,53,6,4,14,9,670,14,5,339,1744240395381,1744240395394,13,4,331,60,7.444.444.444.444.440,28.522.408.344.629.200,145,60,67.8,14.324.803.663.575.900,93,60,82.75,4.159.627.387.158.610,145,0,17.500.000.000.000.000,37.701.837.772.561.800,11,0,35.000.000.000.000.000,5.686.240.703.077.320,12,1,4.333.333.333.333.330,5.773.502.691.896.250,11,2,0,0,0,8,2,0,2,1,4,1,0,1,1,4,1,0,1
54423,53,6,4,16,9,658,16,5,339,1744240395381,1744240395396,15,4,319,60,7.311.111.111.111.110,2.485.681.216.711.240,133,60,67.8,14.324.803.663.575.900,93,60,79.75,3.561.249.780.624.770,133,0,2.0,4.105.745.103.771.400,12,1,39.999.999.999.999.900,5.354.126.134.736.330,12,1,5.0,6.082.762.530.298.210,12,2,0,0,0,8,2,0,2,1,4,1,0,1,1,4,1,0,1
54424,53,6,4,17,11,810,17,6,397,1744240395381,1744240395397,16,5,413,60,7.363.636.363.636.360,32.305.642.625.624.100,167,60,6.616.666.666.666.660,12.400.268.814.290.500,91,60,82.6,47.252.513.160.677.400,167,0,1.7,4.001.388.647.846.030,13,0,3.4,5.941.380.311.005.170,14,0,4.0,60.553.007.081.949.800,13,2,0,0,0,10,3,0,2,1,5,2,0,1,1,5,1,0,1
54425,443,6,6,240190,40,7590,240190,19,4243,1744240395408,1744240635586,240178,21,3347,74,189.75,26.447.914.463.851.000,1383,74,22.331.578.947.368.400,34.209.811.013.664.500,1383,74,15.938.095.238.095.200,17.039.438.846.114.500,688,0,6.158.717.948.717.940,1.527.017.786.224.730,45007,1,13.343.888.888.888.800,20.495.505.323.302.300,45018,0,12008.9,19.817.327.226.710.600,45018,2,0,0,0,39,15,0,2,1,18,7,0,1,1,21,8,0,1
49358,21,6,4,8777,28,2114,8777,11,820,1744240400404,1744240409181,8777,17,1294,54,75.5,12.600.705.447.623.800,100,66,7.454.545.454.545.450,5.820.028.116.145.760,82,54,7.611.764.705.882.350,15.675.946.354.770.600,100,0,3.250.740.740.740.740,9.301.905.481.354.100,3438,0,8.776.999.999.999.990,14.282.093.722.949.400,3478,0,5.485.625,11.700.487.721.316.000,3438,2,0,0,0,25,14,2,2,1,10,7,0,1,1,15,7,2,1
49374,21,6,4,8773,28,2111,8773,11,817,1744240400405,1744240409178,8773,17,1294,54,7.539.285.714.285.710,12.556.064.745.960.800,100,66,7.427.272.727.272.720,5.497.106.676.987.610,79,54,7.611.764.705.882.350,15.675.946.354.770.600,100,0,32.492.592.592.592.500,929.201.225.450.611,3432,0,8.773.000.000.000.000,14.274.976.590.757.200,3475,0,5.483.125.000.000.000,11.687.373.653.506.000,3432,2,0,0,0,25,14,2,2,1,10,7,0,1,1,15,7,2,1
49380,21,6,4,8773,28,2116,8773,11,822,1744240400428,1744240409201,8773,17,1294,54,7.557.142.857.142.850,12.626.921.772.116.600,100,66,7.472.727.272.727.270,60.015.149.602.564.300,82,54,7.611.764.705.882.350,15.675.946.354.770.600,100,0,324.925.925.925.926,9.292.819.778.205.070,3432,0,8.773.000.000.000.000,14.278.485.019.232.400,3474,0,5.483.125.000.000.000,11.688.476.215.914.500,3432,2,0,0,0,25,14,2,2,1,10,7,0,1,1,15,7,2,1
49390,21,6,4,8767,28,2116,8767,11,822,1744240400428,1744240409195,8767,17,1294,54,7.557.142.857.142.850,12.626.921.772.116.600,100,66,7.472.727.272.727.270,6.001.514.960.256.430,82,54,7.611.764.705.882.350,15.675.946.354.770.600,100,0,3.247.037.037.037.030,930.166.892.172.285,3433,0,8.766.999.999.999.990,14.282.110.838.388,3473,0,5.479.375.000.000.000,11.701.475.957.473.600,3433,2,0,0,0,25,14,2,2,1,10,7,0,1,1,15,7,2,1
49396,21,6,4,8771,28,2114,8771,11,820,1744240400430,1744240409201,8771,17,1294,54,75.5,12.594.825.510.090.600,100,66,7.454.545.454.545.450,5.785.561.966.890.270,81,54,7.611.764.705.882.350,15.675.946.354.770.600,100,0,32.485.185.185.185.100,9.304.732.337.614.220,3435,0,8.771.000.000.000.000,1.428.127.169.096.330,3474,0,5.481.874.999.999.990,11.705.188.717.686.900,3435,2,0,0,0,25,14,2,2,1,10,7,0,1,1,15,7,2,1
49398,21,6,4,8772,28,2114,8772,11,820,1744240400430,1744240409202,8772,17,1294,54,75.5,12.600.705.447.623.800,100,66,7.454.545.454.545.450,5.820.028.116.145.760,82,54,7.611.764.705.882.350,15.675.946.354.770.600,100,0,32.488.888.888.888.800,9.289.351.361.529.430,3431,0,877.2,14.287.252.126.750.300,3477,0,5.482.500.000.000.000,1.168.387.350.154.040,3431,2,0,0,0,25,14,2,2,1,10,7,0,1,1,15,7,2,1
49402,21,6,4,9697,28,2115,9697,11,821,1744240400434,1744240410131,9697,17,1294,54,7.553.571.428.571.420,12.606.530.179.815.600,100,66,7.463.636.363.636.360,5.869.799.439.039.240,81,54,7.611.764.705.882.350,15.675.946.354.770.600,100,0,35.914.814.814.814.800,9.738.918.240.237.380,3438,0,9.696.999.999.999.990,14.721.296.025.373.100,3478,0,6.060.624.999.999.990,12.183.553.104.492.900,3438,2,0,0,0,25,14,2,2,1,10,7,0,1,1,15,7,2,1
49404,21,6,4,9686,28,2117,9686,11,823,1744240400443,1744240410128,9685,17,1294,54,7.560.714.285.714.280,12.638.387.396.295.300,100,66,7.481.818.181.818.180,6.079.772.723.024.790,82,54,7.611.764.705.882.350,15.675.946.354.770.600,100,0,35.874.074.074.074.000,9.732.242.445.600.240,3434,0,9.685.999.999.999.990,14.716.103.953.001.800,3476,0,6.053.125,12.176.142.639.741.500,3434,2,0,0,0,25,14,2,2,1,10,7,0,1,1,15,7,2,1
49418,21,6,4,9669,28,2116,9669,11,822,1744240400459,1744240410128,9669,17,1294,54,7.557.142.857.142.850,12.626.921.772.116.600,100,66,7.472.727.272.727.270,60.015.149.602.564.300,82,54,7.611.764.705.882.350,15.675.946.354.770.600,100,0,3.581.111.111.111.110,9.729.841.224.624.900,3433,0,966.9,14.716.851.603.217.000,3475,0,6.043.125,12.174.779.241.667.300,3433,2,0,0,0,25,14,2,2,1,10,7,0,1,1,15,7,2,1
49424,21,6,4,9661,26,1999,9661,10,759,1744240400469,1744240410130,9661,16,1240,54,7.688.461.538.461.530,12.219.089.730.669.500,100,66,7.589.999.999.999.990,5.820.461.990.063.820,82,54,77.5,15.081.998.099.279.300,100,0,38.644.000.000.000.000,10.070.962.416.770.300,3433,0,10.734.444.444.444.400,15.198.782.937.386.000,3474,0,6.440.666.666.666.660,12.493.993.109.071.400,3433,2,0,0,0,24,14,1,1,1,9,7,0,0,1,15,7,1,1
44196,1900,17,4,0,1,167,0,1,167,0,0,0,0,0,167,167.0,0.0,167,167,167.0,0.0,167,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54426,53,6,4,14,9,636,14,5,334,1744240402311,1744240402324,13,4,302,60,7.066.666.666.666.660,19.261.360.284.258.200,116,60,66.8,12.132.600.710.482.400,88,60,75.5,27.147.743.920.996.400,116,0,17.500.000.000.000.000,37.701.837.772.561.800,11,0,35.000.000.000.000.000,5.686.240.703.077.320,12,1,4.333.333.333.333.330,5.773.502.691.896.250,11,2,0,0,0,8,2,0,2,1,4,1,0,1,1,4,1,0,1
54427,53,6,4,19,11,742,19,6,392,1744240402311,1744240402329,18,5,350,60,6.745.454.545.454.540,14.396.969.378.057.500,104,60,6.533.333.333.333.330,10.405.126.941.400.800,86,60,70.0,19.183.326.093.250.800,104,0,19.000.000.000.000.000,3.665.151.201.974.250,12,0,3.8,6.379.655.163.094.630,15,1,4.5,5.196.152.422.706.630,12,2,0,0,0,10,3,0,2,1,5,2,0,1,1,5,1,0,1
54428,53,6,4,13,11,795,13,6,392,1744240402311,1744240402323,12,5,403,60,7.227.272.727.272.720,29.155.071.288.168.400,157,60,6.533.333.333.333.330,10.405.126.941.400.800,86,60,80.6,4.278.784.874.237.070,157,0,1.3,2.406.010.991.015.810,8,0,2.6,4.722.287.581.247.030,11,1,3.0,3.366.501.646.120.690,8,2,0,0,0,10,3,0,2,1,5,2,0,1,1,5,1,0,1
63797,443,17,6,11,2,1394,0,1,1292,1744240402338,1744240402338,0,1,102,102,697.0,8.414.570.696.119.910,1292,1292,1292.0,0.0,1292,102,102.0,0.0,102,11,11.0,0.0,11,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49644,123,17,4,217,2,180,0,1,90,1744240403581,1744240403581,0,1,90,90,90.0,0.0,90,90,90.0,0.0,90,90,90.0,0.0,90,217,217.0,0.0,217,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63798,53,17,4,7,2,277,0,1,82,1744240406795,1744240406795,0,1,195,82,138.5,7.990.306.627.407.980,195,82,82.0,0.0,82,195,195.0,0.0,195,7,7.0,0.0,7,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63799,53,17,4,8,2,221,0,1,82,1744240406796,1744240406796,0,1,139,82,110.5,4.030.508.652.763.320,139,82,82.0,0.0,82,139,139.0,0.0,139,8,8.0,0.0,8,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53944,21,6,4,9021,26,1992,9021,10,752,1744240409281,1744240418302,9021,16,1240,54,7.661.538.461.538.460,12.132.854.315.706.300,100,66,75.2,511.642.236.115.997,80,54,77.5,15.081.998.099.279.300,100,0,36.084.000.000.000.000,9.818.060.178.399.120,3276,0,10.023.333.333.333.300,15.028.963.703.462.700,3318,0,6.014.000.000.000.000,12.237.215.953.218.800,3276,2,0,0,0,24,14,1,1,1,9,7,0,0,1,15,7,1,1
53946,21,6,4,9033,28,2118,9033,11,824,1744240409282,1744240418315,9033,17,1294,54,7.564.285.714.285.710,12.652.665.612.033.900,100,66,7.490.909.090.909.090,6.171.783.299.088.610,82,54,7.611.764.705.882.350,15.675.946.354.770.600,100,0,33.455.555.555.555.500,9.481.567.272.804.530,3277,0,903.3,14.531.970.157.782.000,3322,0,5.645.625,11.915.422.481.669.100,3277,2,0,0,0,25,14,2,2,1,10,7,0,1,1,15,7,2,1
53950,21,6,4,9013,28,2114,9013,11,820,1744240409297,1744240418310,9013,17,1294,54,75.5,12.594.825.510.090.600,100,66,7.454.545.454.545.450,5.785.561.966.890.270,81,54,7.611.764.705.882.350,15.675.946.354.770.600,100,0,33.381.481.481.481.400,9.482.053.508.941.970,3278,0,901.3,14.538.703.938.873.700,3320,0,5.633.125,11.918.647.976.315.600,3278,2,0,0,0,25,14,2,2,1,10,7,0,1,1,15,7,2,1
53952,21,6,4,9011,28,2118,9011,11,824,1744240409302,1744240418313,9011,17,1294,54,7.564.285.714.285.710,12.652.665.612.033.900,100,66,7.490.909.090.909.090,6.171.783.299.088.610,82,54,7.611.764.705.882.350,15.675.946.354.770.600,100,0,3.337.407.407.407.400,9.490.441.990.433.800,3280,0,9.010.999.999.999.990,14.554.714.738.225.200,3324,0,5.631.875,11.930.513.383.058.300,3280,2,0,0,0,25,14,2,2,1,10,7,0,1,1,15,7,2,1
53968,21,6,4,9000,28,2115,9000,11,821,1744240409302,1744240418302,9000,17,1294,54,7.553.571.428.571.420,126.094.677.623.077,100,66,7.463.636.363.636.360,5.886.811.144.800.330,81,54,7.611.764.705.882.350,15.675.946.354.770.600,100,0,33.333.333.333.333.300,9.479.698.956.596.260,3275,0,9.000.000.000.000.000,14.533.678.130.466.400,3318,0,5.625.000.000.000.000,11.917.090.808.302.700,3275,2,0,0,0,25,14,2,2,1,10,7,0,1,1,15,7,2,1
