src_port,dst_port,protocol,ip_version,bidirectional_duration_ms,bidirectional_packets,bidirectional_bytes,src2dst_duration_ms,src2dst_packets,src2dst_bytes,dst2src_first_seen_ms,dst2src_last_seen_ms,dst2src_duration_ms,dst2src_packets,dst2src_bytes,bidirectional_min_ps,bidirectional_mean_ps,bidirectional_stddev_ps,bidirectional_max_ps,src2dst_min_ps,src2dst_mean_ps,src2dst_stddev_ps,src2dst_max_ps,dst2src_min_ps,dst2src_mean_ps,dst2src_stddev_ps,dst2src_max_ps,bidirectional_min_piat_ms,bidirectional_mean_piat_ms,bidirectional_stddev_piat_ms,bidirectional_max_piat_ms,src2dst_min_piat_ms,src2dst_mean_piat_ms,src2dst_stddev_piat_ms,src2dst_max_piat_ms,dst2src_min_piat_ms,dst2src_mean_piat_ms,dst2src_stddev_piat_ms,dst2src_max_piat_ms,bidirectional_syn_packets,bidirectional_cwr_packets,bidirectional_ece_packets,bidirectional_urg_packets,bidirectional_ack_packets,bidirectional_psh_packets,bidirectional_rst_packets,bidirectional_fin_packets,src2dst_syn_packets,src2dst_ack_packets,src2dst_psh_packets,src2dst_rst_packets,src2dst_fin_packets,dst2src_syn_packets,dst2src_ack_packets,dst2src_psh_packets,dst2src_rst_packets,dst2src_fin_packets
0,0,58,6,0,2,164,0,1,86,1744240461005,1744240461005,0,1,78,78,82.0,5.656.854.249.492.380,86,86,86.0,0.0,86,78,78.0,0.0,78,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,58,6,0,2,164,0,1,86,1744240466016,1744240466016,0,1,78,78,82.0,5.656.854.249.492.380,86,86,86.0,0.0,86,78,78.0,0.0,78,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55850,53,17,6,17,2,396,0,1,106,1744240577188,1744240577188,0,1,290,106,198.0,13.010.764.773.832.400,290,106,106.0,0.0,106,290,290.0,0.0,290,17,17.0,0.0,17,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53431,53,17,6,19,2,420,0,1,106,1744240577190,1744240577190,0,1,314,106,210.0,14.707.821.048.680.100,314,106,106.0,0.0,106,314,314.0,0.0,314,19,19.0,0.0,19,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36373,1900,17,4,774,4,698,774,4,698,0,0,0,0,0,174,174.5,5.773.502.691.896.210,175,174,174.5,5.773.502.691.896.210,175,0,0.0,0.0,0,255,258.0,26.457.513.110.645.900,260,255,258.0,26.457.513.110.645.900,260,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,58,6,13876,2,172,13876,2,172,0,0,0,0,0,86,86.0,0.0,86,86,86.0,0.0,86,0,0.0,0.0,0,13876,13876.0,0.0,13876,13876,13876.0,0.0,13876,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54413,443,6,4,2243,33,10664,2046,17,3832,1744240362135,1744240364159,2024,16,6832,60,3.231.515.151.515.150,36.505.043.497.543.900,1466,60,22.541.176.470.588.200,2.233.013.823.354.910,827,60,427.0,4.569.177.898.338.670,1466,0,7.009.375.000.000.000,9.595.340.245.946.660,220,0,12.787.500.000.000.000,10.198.423.080.718.500,224,0,13.493.333.333.333.300,10.307.172.722.129.400,237,2,0,0,0,32,22,0,0,1,16,10,0,0,1,16,12,0,0
54469,443,6,4,680,19,2661,521,10,1675,1744240606809,1744240607329,520,9,986,60,14.005.263.157.894.700,13.296.301.644.701.800,624,60,167.5,17.489.314.197.849.800,624,60,10.955.555.555.555.500,5.812.940.544.834.230,204,0,3.777.777.777.777.770,6.759.529.704.799.390,160,0,57.888.888.888.888.800,7.765.539.975.501.450,161,0,65.0,9.023.936.423.281.610,199,2,0,0,0,18,11,0,0,1,9,6,0,0,1,9,5,0,0
64578,53,17,6,8,2,332,0,1,109,1744240606635,1744240606635,0,1,223,109,166.0,8.061.017.305.526.640,223,109,109.0,0.0,109,223,223.0,0.0,223,8,8.0,0.0,8,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36373,1900,17,4,780,4,698,780,4,698,0,0,0,0,0,174,174.5,5.773.502.691.896.210,175,174,174.5,5.773.502.691.896.210,175,0,0.0,0.0,0,259,260.0,1.0,261,259,260.0,1.0,261,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,58,6,0,2,164,0,1,86,1744240548175,1744240548175,0,1,78,78,82.0,5.656.854.249.492.380,86,86,86.0,0.0,86,78,78.0,0.0,78,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,58,6,4997,4,328,4997,2,164,1744240626211,1744240631206,4995,2,164,78,82.0,4.618.802.153.517.000,86,78,82.0,5.656.854.249.492.380,86,78,82.0,5.656.854.249.492.380,86,1,16.656.666.666.666.600,2.883.287.244.332.990,4995,4997,4997.0,0.0,4997,4995,4995.0,0.0,4995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54429,443,6,4,255646,27,13309,255646,15,4201,1744240407029,1744240482503,75474,12,9108,60,492.925.925.925.926,1.101.344.804.735.270,4150,60,2.800.666.666.666.660,6.227.738.028.560.680,2468,60,759.0,14.947.766.023.419.900,4150,0,9.832.538.461.538.460,21.996.190.221.455.600,59998,0,18.260.428.571.428.500,2.766.290.740.244.130,59998,0,6.861.272.727.272.720,1.823.864.263.091.360,60219,2,0,0,0,26,11,0,1,1,14,4,0,0,1,12,7,0,1
60872,53,17,6,49744,4,520,49742,2,215,1744240606635,1744240656371,49736,2,305,106,130.0,46.021.733.996.015.400,199,106,107.5,21.213.203.435.596.400,109,106,152.5,6.576.093.065.034.890,199,2,16.581.333.333.333.300,2.871.105.169.326.490,49734,49742,49742.0,0.0,49742,49736,49736.0,0.0,49736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54469,443,6,4,159,2,120,0,1,60,1744240667491,1744240667491,0,1,60,60,60.0,0.0,60,60,60.0,0.0,60,60,60.0,0.0,60,159,159.0,0.0,159,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0
50140,21,6,4,9158,26,1990,9158,10,750,1744240583052,1744240592210,9158,16,1240,54,7.653.846.153.846.150,12.169.571.132.067.900,100,66,75.0,5.291.502.622.129.170,81,54,77.5,15.081.998.099.279.300,100,0,36.632.000.000.000.000,9.970.549.851.103.160,3223,1,10.175.555.555.555.500,15.261.645.644.483.300,3263,0,6.105.333.333.333.330,12.427.663.190.678.700,3223,2,0,0,0,24,14,1,1,1,9,7,0,0,1,15,7,1,1
60294,21,6,4,8160,28,2116,8160,11,822,1744240472011,1744240480171,8160,17,1294,54,7.557.142.857.142.850,12.632.786.770.435.900,100,66,7.472.727.272.727.270,6.034.747.866.993.430,83,54,7.611.764.705.882.350,15.675.946.354.770.600,100,0,3.022.222.222.222.220,8.539.822.702.777.370,2845,0,816.0,13.100.023.748.918.200,2892,0,5.100.000.000.000.000,10.728.852.687.962.400,2845,2,0,0,0,25,14,2,2,1,10,7,0,1,1,15,7,2,1
